date,nav,amfi_code,nav_pct_change,nav_anomaly
2022-01-03,520.4608,100016,,False
2022-01-04,515.0971,100016,-1.0305675278522441,False
2022-01-05,521.7239,100016,1.2865147173222402,False
2022-01-06,515.788,100016,-1.1377473794089044,False
2022-01-07,515.1639,100016,-0.1209993253041941,False
2022-01-08,515.1639,100016,0.0,False
2022-01-09,515.1639,100016,0.0,False
2022-01-10,510.7136,100016,-0.8638609964712218,False
2022-01-11,513.5542,100016,0.5562021453902943,False
2022-01-12,512.3195,100016,-0.240422529890727,False
2022-01-13,510.2445,100016,-0.40502069509357197,False
2022-01-14,514.3636,100016,0.807279647306336,False
2022-01-15,514.3636,100016,0.0,False
2022-01-16,514.3636,100016,0.0,False
2022-01-17,514.7627,100016,0.07759102704778531,False
2022-01-18,517.3803,100016,0.5085061524465528,False
2022-01-19,513.1866,100016,-0.8105642986406814,False
2022-01-20,507.1294,100016,-1.1803114110929713,False
2022-01-21,507.871,100016,0.14623486628857485,False
2022-01-22,507.871,100016,0.0,False
2022-01-23,507.871,100016,0.0,False
2022-01-24,506.7062,100016,-0.22934957892849495,False
2022-01-25,509.7762,100016,0.6058737785328061,False
2022-01-26,509.68,100016,-0.018871026148337133,False
2022-01-27,510.8661,100016,0.2327146444828232,False
2022-01-28,503.8641,100016,-1.3706135521617147,False
2022-01-29,503.8641,100016,0.0,False
2022-01-30,503.8641,100016,0.0,False
2022-01-31,512.5903,100016,1.7318558714542132,False
2022-02-01,512.1124,100016,-0.09323235340191749,False
2022-02-02,515.5386,100016,0.6690328138900803,False
2022-02-03,512.0153,100016,-0.6834211832052794,False
2022-02-04,513.6729,100016,0.3237403257285498,False
2022-02-05,513.6729,100016,0.0,False
2022-02-06,513.6729,100016,0.0,False
2022-02-07,508.0666,100016,-1.091414400097812,False
2022-02-08,510.3595,100016,0.4512991013382983,False
2022-02-09,509.0223,100016,-0.26201138609157626,False
2022-02-10,509.4161,100016,0.07736399760875923,False
2022-02-11,512.826,100016,0.6693742109839196,False
2022-02-12,512.826,100016,0.0,False
2022-02-13,512.826,100016,0.0,False
2022-02-14,507.5435,100016,-1.0300764781816851,False
2022-02-15,504.7492,100016,-0.5505537948964023,False
2022-02-16,507.0506,100016,0.4559492120046915,False
2022-02-17,516.7872,100016,1.9202422795673746,False
2022-02-18,516.4246,100016,-0.07016427651457269,False
2022-02-19,516.4246,100016,0.0,False
2022-02-20,516.4246,100016,0.0,False
2022-02-21,519.3918,100016,0.5745659676165582,False
2022-02-22,519.1698,100016,-0.04274229974365884,False
2022-02-23,528.4118,100016,1.7801497698826108,False
2022-02-24,520.6004,100016,-1.4782788726519613,False
2022-02-25,521.3038,100016,0.1351132269587163,False
2022-02-26,521.3038,100016,0.0,False
2022-02-27,521.3038,100016,0.0,False
2022-02-28,514.1489,100016,-1.3725010253138326,False
2022-03-01,503.1674,100016,-2.1358598647201354,False
2022-03-02,504.7495,100016,0.3144281604889443,False
2022-03-03,505.6316,100016,0.1747599551856771,False
2022-03-04,504.6233,100016,-0.19941396067809647,False
2022-03-05,504.6233,100016,0.0,False
2022-03-06,504.6233,100016,0.0,False
2022-03-07,504.411,100016,-0.04207098641698659,False
2022-03-08,518.6513,100016,2.8231541342278454,False
2022-03-09,517.7387,100016,-0.17595636991558639,False
2022-03-10,520.3416,100016,0.5027439517270027,False
2022-03-11,517.6372,100016,-0.5197354968351497,False
2022-03-12,517.6372,100016,0.0,False
2022-03-13,517.6372,100016,0.0,False
2022-03-14,519.2545,100016,0.3124389050864096,False
2022-03-15,518.432,100016,-0.15840016793305933,False
2022-03-16,516.825,100016,-0.3099731498055647,False
2022-03-17,525.4534,100016,1.6695012818652266,False
2022-03-18,531.2109,100016,1.0957203816742034,False
2022-03-19,531.2109,100016,0.0,False
2022-03-20,531.2109,100016,0.0,False
2022-03-21,532.1264,100016,0.17234209614296336,False
2022-03-22,521.6911,100016,-1.9610566211336278,False
2022-03-23,520.3011,100016,-0.2664411947989831,False
2022-03-24,533.1283,100016,2.465341703102286,False
2022-03-25,532.3194,100016,-0.15172707957915588,False
2022-03-26,532.3194,100016,0.0,False
2022-03-27,532.3194,100016,0.0,False
2022-03-28,537.8012,100016,1.029795269531797,False
2022-03-29,544.965,100016,1.332053554361723,False
2022-03-30,546.3002,100016,0.2450065600543061,False
2022-03-31,542.5392,100016,-0.6884493177926609,False
2022-04-01,531.285,100016,-2.0743570234187825,False
2022-04-02,531.285,100016,0.0,False
2022-04-03,531.285,100016,0.0,False
2022-04-04,534.7762,100016,0.6571237659636742,False
2022-04-05,531.2213,100016,-0.6647453645094892,False
2022-04-06,532.3217,100016,0.2071453083676955,False
2022-04-07,526.7582,100016,-1.0451386821164643,False
2022-04-08,525.7986,100016,-0.18217087080941718,False
2022-04-09,525.7986,100016,0.0,False
2022-04-10,525.7986,100016,0.0,False
2022-04-11,526.2264,100016,0.08136195113490619,False
2022-04-12,527.7466,100016,0.28888706457903535,False
2022-04-13,522.8529,100016,-0.9272821463937375,False
2022-04-14,528.6739,100016,1.1133150452067975,False
2022-04-15,526.1696,100016,-0.47369465373646724,False
2022-04-16,526.1696,100016,0.0,False
2022-04-17,526.1696,100016,0.0,False
2022-04-18,518.7241,100016,-1.4150380409662433,False
2022-04-19,518.493,100016,-0.04455162195085016,False
2022-04-20,518.9178,100016,0.0819297463996671,False
2022-04-21,519.9214,100016,0.19340250035746465,False
2022-04-22,526.4763,100016,1.260748259256128,False
2022-04-23,526.4763,100016,0.0,False
2022-04-24,526.4763,100016,0.0,False
2022-04-25,525.6507,100016,-0.1568161757708797,False
2022-04-26,525.3674,100016,-0.05389510562814337,False
2022-04-27,520.5493,100016,-0.9170915439366767,False
2022-04-28,524.6005,100016,0.7782548165947034,False
2022-04-29,525.7251,100016,0.2143726511888655,False
2022-04-30,525.7251,100016,0.0,False
2022-05-01,525.7251,100016,0.0,False
2022-05-02,524.0515,100016,-0.31834127759925446,False
2022-05-03,515.5881,100016,-1.6149939462056673,False
2022-05-04,522.4674,100016,1.3342627574220556,False
2022-05-05,517.1078,100016,-1.025824769162631,False
2022-05-06,514.6837,100016,-0.4687803974335658,False
2022-05-07,514.6837,100016,0.0,False
2022-05-08,514.6837,100016,0.0,False
2022-05-09,516.5793,100016,0.36830387284461086,False
2022-05-10,511.4204,100016,-0.9986656453326748,False
2022-05-11,504.9889,100016,-1.2575759590348734,False
2022-05-12,495.8735,100016,-1.8050693787526884,False
2022-05-13,499.2941,100016,0.6898130269111125,False
2022-05-14,499.2941,100016,0.0,False
2022-05-15,499.2941,100016,0.0,False
2022-05-16,497.1556,100016,-0.4283046805479973,False
2022-05-17,510.4206,100016,2.668178735188742,False
2022-05-18,506.2251,100016,-0.8219691760089631,False
2022-05-19,502.3871,100016,-0.7581607470668716,False
2022-05-20,500.1462,100016,-0.44605046586585484,False
2022-05-21,500.1462,100016,0.0,False
2022-05-22,500.1462,100016,0.0,False
2022-05-23,501.4785,100016,0.26638210987106614,False
2022-05-24,499.6609,100016,-0.3624482405526819,False
2022-05-25,502.6257,100016,0.5933624183921404,False
2022-05-26,498.5637,100016,-0.8081560493225948,False
2022-05-27,492.78,100016,-1.1600724240453109,False
2022-05-28,492.78,100016,0.0,False
2022-05-29,492.78,100016,0.0,False
2022-05-30,485.277,100016,-1.522586143918181,False
2022-05-31,476.0989,100016,-1.8913115602016917,False
2022-06-01,474.1732,100016,-0.4044747845458163,False
2022-06-02,473.1602,100016,-0.21363501775301108,False
2022-06-03,470.7754,100016,-0.5040153419497262,False
2022-06-04,470.7754,100016,0.0,False
2022-06-05,470.7754,100016,0.0,False
2022-06-06,476.2119,100016,1.1547969583797224,False
2022-06-07,481.6458,100016,1.1410676633658134,False
2022-06-08,480.4735,100016,-0.24339462733817818,False
2022-06-09,473.1759,100016,-1.5188350658256855,False
2022-06-10,471.0598,100016,-0.4472121255541528,False
2022-06-11,471.0598,100016,0.0,False
2022-06-12,471.0598,100016,0.0,False
2022-06-13,468.8163,100016,-0.4762664952517648,False
2022-06-14,466.3477,100016,-0.5265601899933969,False
2022-06-15,463.7261,100016,-0.5621556619663792,False
2022-06-16,461.2993,100016,-0.5233261617148433,False
2022-06-17,459.9666,100016,-0.2889013705418608,False
2022-06-18,459.9666,100016,0.0,False
2022-06-19,459.9666,100016,0.0,False
2022-06-20,457.6317,100016,-0.5076238144247847,False
2022-06-21,458.7099,100016,0.2356043080057546,False
2022-06-22,460.4075,100016,0.3700813956707849,False
2022-06-23,456.9604,100016,-0.74870630908489,False
2022-06-24,462.3501,100016,1.1794676300178386,False
2022-06-25,462.3501,100016,0.0,False
2022-06-26,462.3501,100016,0.0,False
2022-06-27,458.6076,100016,-0.8094515389960977,False
2022-06-28,452.344,100016,-1.3657863498119038,False
2022-06-29,454.0998,100016,0.38815591673593275,False
2022-06-30,451.0707,100016,-0.6670560083928745,False
2022-07-01,452.584,100016,0.3354906448146622,False
2022-07-02,452.584,100016,0.0,False
2022-07-03,452.584,100016,0.0,False
2022-07-04,443.3196,100016,-2.0470012196630916,False
2022-07-05,449.0289,100016,1.287851924435568,False
2022-07-06,451.9322,100016,0.6465730824897875,False
2022-07-07,446.2213,100016,-1.2636630007775596,False
2022-07-08,440.6669,100016,-1.2447635287692438,False
2022-07-09,440.6669,100016,0.0,False
2022-07-10,440.6669,100016,0.0,False
2022-07-11,447.4448,100016,1.538100547147958,False
2022-07-12,444.7739,100016,-0.596922793604926,False
2022-07-13,441.7416,100016,-0.6817621267794727,False
2022-07-14,433.2246,100016,-1.9280502447584724,False
2022-07-15,432.1093,100016,-0.257441521095525,False
2022-07-16,432.1093,100016,0.0,False
2022-07-17,432.1093,100016,0.0,False
2022-07-18,431.4649,100016,-0.14912893566512153,False
2022-07-19,434.4201,100016,0.6849224583506119,False
2022-07-20,429.3142,100016,-1.1753369606977149,False
2022-07-21,423.8151,100016,-1.2809033570285067,False
2022-07-22,425.7236,100016,0.4503142997972498,False
2022-07-23,425.7236,100016,0.0,False
2022-07-24,425.7236,100016,0.0,False
2022-07-25,429.7419,100016,0.9438753219224827,False
2022-07-26,424.047,100016,-1.3251907714839861,False
2022-07-27,428.3319,100016,1.0104776121514725,False
2022-07-28,428.6948,100016,0.08472401892083425,False
2022-07-29,433.0659,100016,1.0196298158970052,False
2022-07-30,433.0659,100016,0.0,False
2022-07-31,433.0659,100016,0.0,False
2022-08-01,433.0211,100016,-0.010344845899901145,False
2022-08-02,423.7137,100016,-2.1494102712315777,False
2022-08-03,423.3646,100016,-0.08239053870573443,False
2022-08-04,427.5619,100016,0.9914149647844761,False
2022-08-05,424.424,100016,-0.73390542983367,False
2022-08-06,424.424,100016,0.0,False
2022-08-07,424.424,100016,0.0,False
2022-08-08,423.1925,100016,-0.2901579552522904,False
2022-08-09,422.7537,100016,-0.1036880379496341,False
2022-08-10,412.293,100016,-2.4744195024194893,False
2022-08-11,418.6311,100016,1.5372805262277023,False
2022-08-12,415.5307,100016,-0.7406043172616616,False
2022-08-13,415.5307,100016,0.0,False
2022-08-14,415.5307,100016,0.0,False
2022-08-15,417.6036,100016,0.4988560412022336,False
2022-08-16,417.4997,100016,-0.024880053716003214,False
2022-08-17,422.3739,100016,1.1674738927956119,False
2022-08-18,424.1079,100016,0.41053673060764684,False
2022-08-19,423.4485,100016,-0.15547930137588262,False
2022-08-20,423.4485,100016,0.0,False
2022-08-21,423.4485,100016,0.0,False
2022-08-22,420.3416,100016,-0.7337137810146888,False
2022-08-23,423.5281,100016,0.7580739094108058,False
2022-08-24,416.803,100016,-1.5878757513373976,False
2022-08-25,419.4003,100016,0.6231481059397304,False
2022-08-26,415.5691,100016,-0.9134948162888845,False
2022-08-27,415.5691,100016,0.0,False
2022-08-28,415.5691,100016,0.0,False
2022-08-29,420.401,100016,1.1627187873208156,False
2022-08-30,421.2166,100016,0.19400524737096525,False
2022-08-31,423.8348,100016,0.6215804410367287,False
2022-09-01,424.3603,100016,0.1239869873828292,False
2022-09-02,418.068,100016,-1.4827730115187565,False
2022-09-03,418.068,100016,0.0,False
2022-09-04,418.068,100016,0.0,False
2022-09-05,415.1206,100016,-0.7050049274280656,False
2022-09-06,417.805,100016,0.6466554538608671,False
2022-09-07,418.6355,100016,0.19877694139609492,False
2022-09-08,423.2368,100016,1.099118445521241,False
2022-09-09,424.9639,100016,0.40806943063551593,False
2022-09-10,424.9639,100016,0.0,False
2022-09-11,424.9639,100016,0.0,False
2022-09-12,421.5737,100016,-0.7977618804797415,False
2022-09-13,418.8403,100016,-0.6483801053054239,False
2022-09-14,419.437,100016,0.14246480102320103,False
2022-09-15,411.1759,100016,-1.9695687314185473,False
2022-09-16,417.5046,100016,1.5391709484918747,False
2022-09-17,417.5046,100016,0.0,False
2022-09-18,417.5046,100016,0.0,False
2022-09-19,419.3505,100016,0.44212686518902977,False
2022-09-20,424.1319,100016,1.1401917965997432,False
2022-09-21,418.4765,100016,-1.3334059522521091,False
2022-09-22,423.3133,100016,1.1558116166618726,False
2022-09-23,431.9494,100016,2.040120166316539,False
2022-09-24,431.9494,100016,0.0,False
2022-09-25,431.9494,100016,0.0,False
2022-09-26,427.1671,100016,-1.1071435682049824,False
2022-09-27,430.305,100016,0.7345837261343302,False
2022-09-28,430.5313,100016,0.052590604338775826,False
2022-09-29,424.9261,100016,-1.3019262478709326,False
2022-09-30,426.9974,100016,0.48744946474221784,False
2022-10-01,426.9974,100016,0.0,False
2022-10-02,426.9974,100016,0.0,False
2022-10-03,430.3701,100016,0.7898642942556489,False
2022-10-04,428.3154,100016,-0.477426289605154,False
2022-10-05,432.9656,100016,1.0856952610155846,False
2022-10-06,426.8679,100016,-1.4083566916170631,False
2022-10-07,421.495,100016,-1.2586797929757698,False
2022-10-08,421.495,100016,0.0,False
2022-10-09,421.495,100016,0.0,False
2022-10-10,422.2208,100016,0.17219658596188125,False
2022-10-11,422.5333,100016,0.07401340720305516,False
2022-10-12,420.0881,100016,-0.5786999509861168,False
2022-10-13,423.3166,100016,0.7685292680273514,False
2022-10-14,425.5227,100016,0.5211465839043417,False
2022-10-15,425.5227,100016,0.0,False
2022-10-16,425.5227,100016,0.0,False
2022-10-17,428.9765,100016,0.8116605765097873,False
2022-10-18,428.7321,100016,-0.056972817858313984,False
2022-10-19,431.2389,100016,0.5847007956716999,False
2022-10-20,429.769,100016,-0.34085515012676204,False
2022-10-21,437.8501,100016,1.8803357152330724,False
2022-10-22,437.8501,100016,0.0,False
2022-10-23,437.8501,100016,0.0,False
2022-10-24,434.9481,100016,-0.6627839070951436,False
2022-10-25,443.3278,100016,1.926597679125397,False
2022-10-26,443.6931,100016,0.08239952468580558,False
2022-10-27,438.5694,100016,-1.154784692392119,False
2022-10-28,444.122,100016,1.2660710026737076,False
2022-10-29,444.122,100016,0.0,False
2022-10-30,444.122,100016,0.0,False
2022-10-31,444.8448,100016,0.16274807372749223,False
2022-11-01,448.4277,100016,0.8054269713841711,False
2022-11-02,453.5279,100016,1.1373516845636367,False
2022-11-03,455.1164,100016,0.35025408580156014,False
2022-11-04,452.9791,100016,-0.46961612457823154,False
2022-11-05,452.9791,100016,0.0,False
2022-11-06,452.9791,100016,0.0,False
2022-11-07,457.1295,100016,0.9162453631966772,False
2022-11-08,457.3685,100016,0.05228277763740241,False
2022-11-09,460.3808,100016,0.658615536487539,False
2022-11-10,451.9519,100016,-1.8308539365672893,False
2022-11-11,453.9711,100016,0.44677320750281524,False
2022-11-12,453.9711,100016,0.0,False
2022-11-13,453.9711,100016,0.0,False
2022-11-14,451.6546,100016,-0.5102747729976542,False
2022-11-15,458.5248,100016,1.5211181287647646,False
2022-11-16,461.2893,100016,0.6029117727111011,False
2022-11-17,462.5046,100016,0.26345722738418953,False
2022-11-18,464.7322,100016,0.48163845289321827,False
2022-11-19,464.7322,100016,0.0,False
2022-11-20,464.7322,100016,0.0,False
2022-11-21,460.8957,100016,-0.8255291972452117,False
2022-11-22,467.7825,100016,1.4942209267736928,False
2022-11-23,476.316,100016,1.824245242179856,False
2022-11-24,478.216,100016,0.3988948513172108,False
2022-11-25,485.221,100016,1.4648192448600605,False
2022-11-26,485.221,100016,0.0,False
2022-11-27,485.221,100016,0.0,False
2022-11-28,483.0407,100016,-0.44934164020106193,False
2022-11-29,479.9044,100016,-0.6492827623013953,False
2022-11-30,480.3253,100016,0.08770496790611038,False
2022-12-01,482.4201,100016,0.4361211037603008,False
2022-12-02,480.9949,100016,-0.2954271598550773,False
2022-12-03,480.9949,100016,0.0,False
2022-12-04,480.9949,100016,0.0,False
